accession	cluster	abundance	length_ave	score	read_count	total_bases	coverage	subsampled	coverage_final	notes	index
ERR3405239	K_pne_Pop18	0.773471	5446537.076923077	1	4896676.801105871	1204386626	221.12887675050888	1	100.0	Warning: high coverage (221.12887675050888) so 2214399 reads were subsampled to reduce the coverage to 100	1.0
ERR3405240	E_fcs_Pop22	0.921966	3065390.208333333	1	762896.2302723035	186589160	60.86962745974497	0	60.86962745974497		2.0
ERR3405240	K_pne_Pop18	0.71172	5446537.076923077	1	3940970.1838594205	968848110	177.8833222498383	1	100.0	Warning: high coverage (177.8833222498383) so 2215480 reads were subsampled to reduce the coverage to 100	1.0
ERR3405240	K_pne_Pop3	0.243117	5573634.62244898	1	1880197.1244705115	461625998	82.82315387892574	0	82.82315387892574		0.0
ERR3405242	E_fcs_Pop3	0.0745053	2911870.6842105263	1	155743.57624609311	37870608	13.00559403456736	0	13.00559403456736		3.0
ERR3405242	E_fcs_Pop31	0.877109	2895570.846153846	1	400156.36572177615	97686172	33.73641233118348	0	33.73641233118348		23.0
ERR3405243	K_mic_Pop3	0.999982	6293422.5625	1	963769.2896085931	236875216	37.638536686134046	0	37.638536686134046		0.0
ERR3405245	K_mic_Pop6	0.999992	6208555.071428572	1	2800422.305437968	688007752	110.81608266087125	1	100	Warning: high coverage (110.81608266087125) so 2527090 reads were subsampled to reduce the coverage to 100	0.0
ERR3405246	K_gri_Pop10	0.55822	6056575.166666667	1	505031.0944869084	124217448	20.509519750312133	0	20.509519750312133		6.0
ERR3405248	E_fcs_Pop21	0.976162	2979221.961538461	1	868187.2803073653	212410700	71.29737318743172	0	71.29737318743172		8.0
ERR3405248	K_gri_Pop1	0.995752	6151408.2	1	4659305.684313247	1145909640	186.28411621260966	1	100	Warning: high coverage (186.28411621260966) so 2501182 reads were subsampled to reduce the coverage to 100	1.0
ERR3405248	K_mic_Pop4	0.444394	6284919.066666666	1	463699.29910350445	113791808	18.10553275117221	0	18.10553275117221		2.0
ERR3405248	S_aur_Pop1	0.891595	2801309.6129032257	1	107827.17755786375	26368058	9.412761045242918	0	9.412761045242918	Warning: low coverage (9.412761045242918) so distances may not be accurate	0.0
ERR3405249	P_aer_SC2_ST27	0.949003	6684299.433333334	1	6086362.877557648	1499192904	224.2857189376959	1	100	Warning: high coverage (224.2857189376959) so 2713664 reads were subsampled to reduce the coverage to 100	0.0
ERR3405250	E_fcs_Pop1	0.94639	3077103.0825688075	1	287898.9417555373	70189762	22.81033820336127	0	22.81033820336127		9.0
ERR3405250	K_gri_Pop1	0.997925	6151408.2	1	7979899.300301033	1961618846	318.8893960898254	1	100	Warning: high coverage (318.8893960898254) so 2502403 reads were subsampled to reduce the coverage to 100	0.0
ERR3405251	E_fcs_Pop1	0.622547	3077103.0825688075	1	756347.9224603304	184942194	60.102696931949296	0	60.102696931949296		0.0
ERR3405251	K_mic_Pop10	0.0557763	5921858.909090909	1	534861.1828132658	130955412	22.113902747491082	0	22.113902747491082		3.0
ERR3405251	K_mic_Pop8	0.75148	6156909.916666667	1	2631050.46789812	646659584	105.02989206476803	1	100	Warning: high coverage (105.02989206476803) so 2505049 reads were subsampled to reduce the coverage to 100	1.0
ERR3405252	E_fcs_Pop1	0.794212	3077103.0825688075	1	1287919.0795938422	314561356	102.22646026450303	1	100	Warning: high coverage (102.22646026450303) so 1259868 reads were subsampled to reduce the coverage to 100	0.0
ERR3405252	E_fcs_Pop22	0.205765	3065390.208333333	1	552246.1405813763	134505070	43.87861278944028	0	43.87861278944028		1.0
ERR3405252	P_aer_SC8_ST395	0.9999	6859533.263157895	1	1305943.1484038664	321549322	46.876268350066965	0	46.876268350066965		0.0
ERR3405253	E_fcs_Pop1	0.999892	3077103.0825688075	1	528450.2331669802	129184944	41.98265073789944	0	41.98265073789944		2.0
ERR3405254	E_fcs_Pop6	0.999806	2996392.407407407	1	192033.30053300533	46836922	15.631104218597686	0	15.631104218597686		14.0
ERR3405255	K_mic_Pop5	0.999992	6126115.071428572	1	2291718.075327422	563441806	91.9737548887747	0	91.9737548887747		0.0
ERR3405267	K_pne_Pop6	0.993445	5488038.266666667	1	197485.8013654096	48597306	8.855132497011015	0	8.855132497011015	Warning: low coverage (8.855132497011015) so distances may not be accurate	3.0
ERR3405268	K_mic_Pop6	0.973313	6208555.071428572	1	344047.52418895846	84628810	13.630999326954047	0	13.630999326954047		5.0
ERR3405269	E_fcs_Pop1	0.989232	3077103.0825688075	1	7991522.888416925	1956644464	635.8722511065722	1	100	Warning: high coverage (635.8722511065722) so 1256781 reads were subsampled to reduce the coverage to 100	0.0
ERR3405269	E_fcs_Pop68	0.0107632	2855927.2	1	1210592.0680585238	294561262	103.14032584584088	1	100	Warning: high coverage (103.14032584584088) so 1173733 reads were subsampled to reduce the coverage to 100	1.0
ERR3405270	E_fcs_Pop1	0.925805	3077103.0825688075	1	204732.34285714285	50159424	16.30085916982873	0	16.30085916982873		9.0
ERR3405270	K_mic_Pop6	0.777919	6208555.071428572	1	708848.5956199626	174135746	28.04770900742479	0	28.04770900742479		5.0
ERR3405270	K_pla_Pop4	0.897753	5839921.0	1	1472396.4573007233	362415664	62.058316199825306	0	62.058316199825306		0.0
ERR3405274	E_fcs_Pop1	0.999907	3077103.0825688075	1	277498.4698469847	67826176	22.042217689820706	0	22.042217689820706		2.0
ERR3405274	S_aur_Pop3	0.992308	2757373.2	1	115117.52003926059	28148536	10.208460719064071	0	10.208460719064071		5.0
ERR3405275	E_fcs_Pop1	0.999866	3077103.0825688075	1	198575.34134576077	48575500	15.786113983366626	0	15.786113983366626		9.0
ERR3405275	S_aur_Pop3	0.979105	2757373.2	1	112005.50878626891	27407748	9.939803578275148	0	9.939803578275148	Warning: low coverage (9.939803578275148) so distances may not be accurate	5.0
ERR3405277	K_gri_Pop47	0.99989	6004491.0	1	380557.6437015899	93350790	15.546828199092978	0	15.546828199092978		50.0
ERR3405279	K_gri_Pop47	0.991714	6004491.0	1	222949.63700138673	54662792	9.10365125037243	0	9.10365125037243	Warning: low coverage (9.10365125037243) so distances may not be accurate	50.0
ERR3405280	K_gri_Pop11	0.860349	6144512.666666667	1	3271403.5362177137	802998712	130.68550030927324	1	100.0	Warning: high coverage (130.68550030927324) so 2503264 reads were subsampled to reduce the coverage to 100	2.0
ERR3405282	S_aur_Pop14	0.997986	2742326.125	1	1076267.2097592927	262910554	95.87136686742537	0	95.87136686742537		2.0
ERR3405284	K_gri_Pop11	0.999991	6144512.666666667	1	3400862.633422961	834775742	135.8571114237538	1	100	Warning: high coverage (135.8571114237538) so 2503264 reads were subsampled to reduce the coverage to 100	0.0
ERR3405285	E_fcm_Pop30	0.999994	2907504.777777778	1	2595072.219039044	634079946	218.08388789119405	1	100	Warning: high coverage (218.08388789119405) so 1189942 reads were subsampled to reduce the coverage to 100	0.0
ERR3405285	K_gri_Pop11	0.98311	6144512.666666667	1	724315.2673622431	177717994	28.92304136080659	0	28.92304136080659		14.0
ERR3405290	K_pne_Pop1	0.127647	5418358.158371041	1	295888.6850900791	72593330	13.397661778383481	0	13.397661778383481		1.0
ERR3405290	K_pne_Pop15	0.151931	5376332.25	1	326593.7596867607	80074258	14.893844776799277	0	14.893844776799277		24.0
ERR3405290	K_pne_Pop3	0.114593	5573634.62244898	1	316018.31307610736	77481370	13.901408192048967	0	13.901408192048967		6.0
ERR3405291	K_pne_Pop1	0.126423	5418358.158371041	1	372755.1219512195	91697760	16.9235324280534	0	16.9235324280534		1.0
ERR3405291	K_pne_Pop15	0.149568	5376332.25	1	409144.73641392775	100584142	18.708691599184554	0	18.708691599184554		24.0
ERR3405291	K_pne_Pop3	0.0961805	5573634.62244898	1	383382.95103302423	94266200	16.91287757190311	0	16.91287757190311		6.0
ERR3405294	E_fcs_Pop1	0.0658317	3077103.0825688075	1	633528.630058278	154365586	50.16588065393425	0	50.16588065393425		0.0
ERR3405294	E_fcs_Pop6	0.934145	2996392.407407407	1	1651980.8277441517	403942352	134.8095633273568	1	100.0	Warning: high coverage (134.8095633273568) so 1225418 reads were subsampled to reduce the coverage to 100	1.0
ERR3405295	S_aur_Pop3	0.732157	2757373.2	1	87413.65465144921	21292218	7.721920993502076	0	7.721920993502076	Warning: low coverage (7.721920993502076) so distances may not be accurate	5.0
ERR3405297	E_fcs_Pop4	0.999789	3097240.683333333	1	193499.5678760701	47465444	15.325074430094475	0	15.325074430094475		0.0
ERR3405298	E_fcs_Pop4	0.999843	3097240.683333333	1	208751.68714168714	50977162	16.458895905092213	0	16.458895905092213		0.0
ERR3405298	S_aur_Pop4	0.993552	2878243.6666666665	1	111738.54089904201	27293256	9.482607854257417	0	9.482607854257417	Warning: low coverage (9.482607854257417) so distances may not be accurate	4.0
ERR3405302	K_oxy_Pop2	0.999978	5788890.615384615	1	2374632.6286689974	584112134	100.90225792963813	1	100	Warning: high coverage (100.90225792963813) so 2353398 reads were subsampled to reduce the coverage to 100	0.0
ERR3405303	E_fcs_Pop5	0.934847	2949776.375	1	716180.5977462028	175406952	59.46449143962651	0	59.46449143962651		0.0
ERR3405303	K_mic_Pop3	0.989691	6293422.5625	1	2893623.6619489184	711484186	113.05202835726479	1	100	Warning: high coverage (113.05202835726479) so 2559550 reads were subsampled to reduce the coverage to 100	0.0
ERR3405305	K_mic_Pop3	0.987026	6293422.5625	1	6724258.528265107	1655781420	263.09713094209536	1	100	Warning: high coverage (263.09713094209536) so 2555808 reads were subsampled to reduce the coverage to 100	0.0
ERR3405306	E_fcs_Pop4	0.999601	3097240.683333333	1	117255.25670372794	28685326	9.261574715313401	0	9.261574715313401	Warning: low coverage (9.261574715313401) so distances may not be accurate	0.0
ERR3405307	E_fcs_Pop21	0.192384	2979221.961538461	1	4064472.571288504	994901596	333.9467850479445	1	100	Warning: high coverage (333.9467850479445) so 1217101 reads were subsampled to reduce the coverage to 100	1.0
ERR3405307	E_fcs_Pop4	0.80761	3097240.683333333	1	5887842.164940044	1443581142	466.0862004583962	1	100	Warning: high coverage (466.0862004583962) so 1263251 reads were subsampled to reduce the coverage to 100	0.0
ERR3405308	E_fcs_Pop4	0.999972	3097240.683333333	1	1133798.4552513282	277440482	89.57666205695423	0	89.57666205695423		0.0
ERR3405310	E_fcs_Pop1	0.999996	3077103.0825688075	1	6396511.922698984	1562284072	507.7126212800723	1	100	Warning: high coverage (507.7126212800723) so 1259868 reads were subsampled to reduce the coverage to 100	0.0
ERR3405311	E_fcs_Pop1	0.999987	3077103.0825688075	1	1992237.5531914893	486902858	158.23417186060823	1	100	Warning: high coverage (158.23417186060823) so 1259043 reads were subsampled to reduce the coverage to 100	0.0
ERR3405312	E_fcs_Pop4	0.183971	3097240.683333333	1	167404.89579076422	40963978	13.225958906078127	0	13.225958906078127		0.0
ERR3405312	E_fcs_Pop5	0.636286	2949776.375	1	261686.09433654314	64134028	21.741996628473235	0	21.741996628473235		4.0
ERR3405314	E_fcs_Pop1	0.999974	3077103.0825688075	1	1352777.1239696401	331511562	107.73495495745617	1	100	Warning: high coverage (107.73495495745617) so 1255652 reads were subsampled to reduce the coverage to 100	1.0
ERR3405315	E_fcs_Pop1	0.999973	3077103.0825688075	1	1333790.4291775457	326938710	106.24886499644566	1	100	Warning: high coverage (106.24886499644566) so 1255345 reads were subsampled to reduce the coverage to 100	1.0
ERR3405317	K_pne_Pop16	0.999974	5380336.8125	1	2493216.5504378853	614926930	114.29153070331134	1	100	Warning: high coverage (114.29153070331134) so 2181453 reads were subsampled to reduce the coverage to 100	0.0
ERR3405321	K_gri_Pop10	0.107606	6056575.166666667	1	445855.8689272905	109395196	18.062220477684157	0	18.062220477684157		7.0
ERR3405321	K_gri_Pop11	0.202324	6144512.666666667	1	502698.18166992825	123301810	20.06697954565206	0	20.06697954565206		29.0
ERR3405321	K_gri_Pop12	0.199044	5963330.333333333	1	489931.38198124745	120180168	20.153196499651678	0	20.153196499651678		13.0
ERR3405321	K_mic_Pop8	0.888777	6156909.916666667	1	1394925.2687296418	342593646	55.643764589214456	0	55.643764589214456		3.0
ERR3405323	E_fcs_Pop18	0.948786	2874890.379310345	1	8110713.92570774	1982582912	689.6203508377249	1	100	Warning: high coverage (689.6203508377249) so 1176112 reads were subsampled to reduce the coverage to 100	1.0
ERR3405323	E_fcs_Pop5	0.0438651	2949776.375	1	1244426.7127799736	302246360	102.46416052471096	1	100	Warning: high coverage (102.46416052471096) so 1214499 reads were subsampled to reduce the coverage to 100	0.0
ERR3405326	S_aur_Pop2	0.969754	2815032.966666667	1	93518.83780862915	22498762	7.992361818284922	0	7.992361818284922	Warning: low coverage (7.992361818284922) so distances may not be accurate	3.0
ERR3405328	K_pne_Pop3	0.999987	5573634.62244898	1	6469618.201197016	1578198664	283.15430969290213	1	100	Warning: high coverage (283.15430969290213) so 2284838 reads were subsampled to reduce the coverage to 100	0.0
ERR3405329	E_fcs_Pop22	0.704755	3065390.208333333	1	385875.3447143795	94030104	30.67475838618425	0	30.67475838618425		3.0
ERR3405329	K_pne_Pop3	0.999991	5573634.62244898	1	8559366.411280463	2100297330	376.82723613431943	1	100	Warning: high coverage (376.82723613431943) so 2271429 reads were subsampled to reduce the coverage to 100	0.0
ERR3405330	E_fcs_Pop22	0.167019	3065390.208333333	1	876706.2935323383	211461558	68.9835693430275	0	68.9835693430275		1.0
ERR3405330	E_fcs_Pop4	0.832961	3097240.683333333	1	1940532.6864315798	469958206	151.7344804777065	1	100	Warning: high coverage (151.7344804777065) so 1278900 reads were subsampled to reduce the coverage to 100	0.0
ERR3405330	K_pne_Pop3	0.999946	5573634.62244898	1	1646688.6010786076	403043502	72.31250867731049	0	72.31250867731049		0.0
ERR3405331	K_pne_Pop1	0.992424	5418358.158371041	1	355182.81736281735	86735644	16.00773545506559	0	16.00773545506559		1.0
ERR3405332	K_pne_Pop1	0.99958	5418358.158371041	1	545116.5861249898	133106568	24.565848936057925	0	24.565848936057925		1.0
ERR3405333	K_pne_Pop1	0.998832	5418358.158371041	1	177236.88558109105	43341508	7.999011274852688	0	7.999011274852688	Warning: low coverage (7.999011274852688) so distances may not be accurate	1.0
ERR3405335	K_pne_Pop23	0.915601	5746791.727272728	1	469707.71503611293	114458376	19.916917374404107	0	19.916917374404107		0.0
ERR3405336	K_pne_Pop23	0.997549	5746791.727272728	1	511960.7743417275	124826276	21.72103704534968	0	21.72103704534968		0.0
ERR3405338	E_fcs_Pop22	0.999995	3065390.208333333	1	4284355.915950971	1027645610	335.2413690127678	1	100	Warning: high coverage (335.2413690127678) so 1277991 reads were subsampled to reduce the coverage to 100	0.0
ERR3405339	E_fcs_Pop22	0.999987	3065390.208333333	1	1806579.4339779236	435349512	142.02091166615344	1	100	Warning: high coverage (142.02091166615344) so 1272051 reads were subsampled to reduce the coverage to 100	0.0
ERR3405340	E_fcs_Pop4	0.999973	3097240.683333333	1	1449502.6153589871	348054568	112.37569294273068	1	100	Warning: high coverage (112.37569294273068) so 1289872 reads were subsampled to reduce the coverage to 100	0.0
ERR3405340	K_oxy_Pop4	0.986151	6127828.846153846	1	960336.0111713489	233822612	38.15749719360383	0	38.15749719360383		0.0
ERR3405341	K_oxy_Pop4	0.999992	6127828.846153846	1	2799458.4483892173	681276208	111.17742109060462	1	100	Warning: high coverage (111.17742109060462) so 2518009 reads were subsampled to reduce the coverage to 100	0.0
ERR3405342	E_fcs_Pop2	0.881892	2911785.525641025	1	603248.5858418789	145889638	50.10315379182422	0	50.10315379182422		2.0
ERR3405342	E_fcs_Pop4	0.118034	3097240.683333333	1	277957.3695579927	66909898	21.60306700091185	0	21.60306700091185		0.0
ERR3405342	K_oxy_Pop4	0.98713	6127828.846153846	1	260173.15754995085	63544692	10.369854249418871	0	10.369854249418871		9.0
ERR3405345	E_fcs_Pop1	0.999973	3077103.0825688075	1	1150375.6734355574	277585650	90.21005879603739	0	90.21005879603739		0.0
ERR3405345	K_pne_Pop27	0.999991	5611311.0	1	6004533.224115334	1466066832	261.26992996823736	1	100	Warning: high coverage (261.26992996823736) so 2298210 reads were subsampled to reduce the coverage to 100	0.0
ERR3405348	E_fcs_Pop6	0.964244	2996392.407407407	1	821376.9275458545	197935412	66.0579073390662	0	66.0579073390662		0.0
ERR3405349	E_fcs_Pop17	0.999994	2959104.066666667	1	6087762.475033289	1463011078	494.4101474768455	1	100	Warning: high coverage (494.4101474768455) so 1231318 reads were subsampled to reduce the coverage to 100	0.0
ERR3405349	S_aur_Pop12	0.789429	2744855.272727273	1	103688.90087996016	24980730	9.10092792439992	0	9.10092792439992	Warning: low coverage (9.10092792439992) so distances may not be accurate	11.0
ERR3405350	E_fcs_Pop17	0.999997	2959104.066666667	1	12040141.29494008	2893486756	977.8252777907259	1	100	Warning: high coverage (977.8252777907259) so 1231318 reads were subsampled to reduce the coverage to 100	0.0
ERR3405351	E_fcs_Pop17	0.995677	2959104.066666667	1	8758209.76017381	2096189924	708.3866862314474	1	100	Warning: high coverage (708.3866862314474) so 1236360 reads were subsampled to reduce the coverage to 100	0.0
ERR3405351	S_aur_Pop12	0.786194	2744855.272727273	1	279063.9783152627	66919542	24.379989234736268	0	24.379989234736268		9.0
ERR3405352	E_fcs_Pop6	0.999754	2996392.407407407	1	159162.1648626145	38230752	12.758927003515772	0	12.758927003515772		16.0
ERR3405353	E_fcs_Pop6	0.999984	2996392.407407407	1	2485189.34446557	601266710	200.66354076775906	1	100	Warning: high coverage (200.66354076775906) so 1238485 reads were subsampled to reduce the coverage to 100	0.0
ERR3405354	E_fcs_Pop6	0.999993	2996392.407407407	1	4784197.745171185	1154235548	385.2084076660335	1	100	Warning: high coverage (385.2084076660335) so 1241976 reads were subsampled to reduce the coverage to 100	0.0
ERR3405354	K_mic_Pop7	0.97947	6168273.857142857	1	3014108.6985391765	726279632	117.74438827143977	1	100	Warning: high coverage (117.74438827143977) so 2559874 reads were subsampled to reduce the coverage to 100	0.0
ERR3405357	K_pne_Pop58	0.89315	5491477.666666667	1	431079.28114883375	103864242	18.913714723899755	0	18.913714723899755		46.0
